Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,sum formula,C,H,K,N,Na,O,S
488.363632,470.23,1625644,488.36354,-0.093,-0.19,C32 H46 N3 O   ,32,46,0,3,0,1,0
488.364833,153.72,8558124,488.364505,-0.328,-0.672,C27 H51 N3 Na O S,27,51,0,3,1,1,1
489.072429,-1000.0,921220,489.072693,0.264,0.54,C23 H18 N2 Na O7 S,23,18,0,2,1,7,1
489.089866,-1000.0,999046,489.090355,0.489,0.999,C29 H17 N2 O4 S,29,17,0,2,0,4,1
489.107438,296.76,1105545,489.107461,0.023,0.048,C21 H21 N4 O8 S,21,21,0,4,0,8,1
489.223256,20.46,4744855,489.223142,-0.113,-0.231,C25 H33 N2 O8  ,25,33,0,2,0,8,0
489.323802,458.09,1142436,489.324172,0.37,0.756,C30 H46 K N2 O ,30,46,1,2,0,1,0
489.36819,393.15,1302185,489.368684,0.494,1.01,C29 H49 N2 O4  ,29,49,0,2,0,4,0
490.311952,380.95,1001247,490.311559,-0.393,-0.801,C27 H49 K N O2 S,27,49,1,1,0,2,1
490.343745,-1000.0,1204003,490.34377,0.025,0.05,C26 H49 N3 Na O2 S,26,49,0,3,1,2,1
491.107431,-1000.0,1007491,491.107622,0.191,0.389,C32 H20 Na O2 S,32,20,0,0,1,2,1
491.160982,414.43,960394,491.161114,0.132,0.268,C25 H28 N2 Na O5 S,25,28,0,2,1,5,1
491.260237,-1000.0,1103766,491.259922,-0.316,-0.642,C22 H39 N2 O10 ,22,39,0,2,0,10,0
491.321424,-1000.0,1179550,491.32146,0.036,0.073,C25 H47 O9     ,25,47,0,0,0,9,0
491.421868,-1000.0,907178,491.422337,0.469,0.954,C33 H56 Na O   ,33,56,0,0,1,1,0
491.423629,410.69,961451,491.424091,0.462,0.94,C27 H59 N2 O3 S,27,59,0,2,0,3,1
491.443766,302.56,901037,491.443466,-0.299,-0.609,C30 H60 Na O3  ,30,60,0,0,1,3,0
491.953954,-1000.0,955373,491.953458,-0.496,-1.009,C19 H7 K N3 O9 S,19,7,1,3,0,9,1
493.147256,-1000.0,888963,493.146807,-0.449,-0.911,C31 H25 O4 S   ,31,25,0,0,0,4,1
493.182785,-1000.0,920711,493.183192,0.408,0.826,C32 H29 O3 S   ,32,29,0,0,0,3,1
493.218734,335.65,883851,493.219023,0.289,0.585,C19 H38 N2 Na O9 S,19,38,0,2,1,9,1
493.221129,301.92,940172,493.221428,0.3,0.608,C21 H37 N2 O9 S,21,37,0,2,0,9,1
493.407116,358.39,915619,493.407379,0.263,0.533,C31 H57 O2 S   ,31,57,0,0,0,2,1
494.096074,284.37,2648314,494.095774,-0.3,-0.607,C31 H16 N3 O2 S,31,16,0,3,0,2,1
494.217689,426.08,876297,494.217329,-0.361,-0.73,C28 H32 N O7   ,28,32,0,1,0,7,0
494.381823,445.14,944413,494.381595,-0.229,-0.463,C27 H53 N Na O5,27,53,0,1,1,5,0
496.009531,-1000.0,920042,496.009758,0.227,0.458,C24 H11 N Na O8 S,24,11,0,1,1,8,1
496.094275,149.96,1411572,496.094414,0.139,0.28,C33 H15 N Na O3,33,15,0,1,1,3,0
496.319924,421.86,1550865,496.320355,0.43,0.867,C26 H46 N3 O4 S,26,46,0,3,0,4,1
496.320901,474.95,1479185,496.321006,0.105,0.211,C34 H42 N O2   ,34,42,0,1,0,2,0
497.051341,-1000.0,1015405,497.05166,0.319,0.642,C28 H9 N4 O6   ,28,9,0,4,0,6,0
497.125051,468.53,941686,497.124945,-0.107,-0.215,C17 H25 N2 O15 ,17,25,0,2,0,15,0
497.156652,63.87,4315770,497.156978,0.326,0.655,C34 H25 O2 S   ,34,25,0,0,0,2,1
497.30319,581.3,910988,497.302768,-0.422,-0.848,C29 H46 K O4   ,29,46,1,0,0,4,0
497.32002,102.06,9575054,497.319626,-0.393,-0.791,C30 H45 N2 O2 S,30,45,0,2,0,2,1
498.196462,-1000.0,1017597,498.196987,0.525,1.054,C23 H32 N O11  ,23,32,0,1,0,11,0
498.319017,507.2,936716,498.318994,-0.023,-0.046,C28 H45 N Na O5,28,45,0,1,1,5,0
498.32179,455.7,1012492,498.3214,-0.39,-0.784,C30 H44 N O5   ,30,44,0,1,0,5,0
499.129399,179.2,2265970,499.129814,0.415,0.831,C26 H24 N2 Na O5 S,26,24,0,2,1,5,1
499.150583,-1000.0,875381,499.150943,0.36,0.722,C23 H28 N2 Na O7 S,23,28,0,2,1,7,1
499.225813,-1000.0,955262,499.22612,0.307,0.615,C27 H35 N2 O5 S,27,35,0,2,0,5,1
499.304592,432.14,1111944,499.304764,0.172,0.345,C22 H47 N2 O8 S,22,47,0,2,0,8,1
499.3964,-1000.0,922516,499.396814,0.414,0.829,C33 H55 O S    ,33,55,0,0,0,1,1
499.484389,-1000.0,1368991,499.484937,0.549,1.099,C33 H64 Na O   ,33,64,0,0,1,1,0
500.024704,-1000.0,943075,500.024837,0.132,0.265,C25 H10 N O11  ,25,10,0,1,0,11,0
500.307326,371.99,1068039,500.307142,-0.184,-0.367,C27 H47 K N3 O S,27,47,1,3,0,1,1
500.361155,577.22,889869,500.361134,-0.021,-0.042,C31 H47 N3 Na O,31,47,0,3,1,1,0
501.005629,-1000.0,951391,501.005795,0.166,0.331,C15 H14 N2 Na O14 S,15,14,0,2,1,14,1
501.352192,257.55,1080459,501.352695,0.504,1.005,C30 H54 K O S  ,30,54,1,0,0,1,1
501.353564,194.96,2452619,501.353428,-0.136,-0.271,C26 H49 N2 O7  ,26,49,0,2,0,7,0
501.473431,-1000.0,906394,501.473818,0.388,0.773,C28 H61 N4 O3  ,28,61,0,4,0,3,0
502.317303,135.43,10624260,502.31728,-0.023,-0.045,C24 H49 N Na O6 S,24,49,0,1,1,6,1
503.989,-1000.0,938456,503.989239,0.239,0.474,C16 H10 N O18  ,16,10,0,1,0,18,0
504.267449,492.18,3026427,504.267925,0.477,0.945,C30 H38 N3 O2 S,30,38,0,3,0,2,1
505.068416,-1000.0,921185,505.068163,-0.254,-0.503,C37 H13 O S    ,37,13,0,0,0,1,1
505.079393,-1000.0,882274,505.079492,0.099,0.196,C30 H14 N2 Na O5,30,14,0,2,1,5,0
505.121924,279.99,1154664,505.122306,0.383,0.758,C38 H17 O2     ,38,17,0,0,0,2,0
505.123085,28.0,3169896,505.123272,0.186,0.369,C33 H22 Na O2 S,33,22,0,0,1,2,1
505.242418,327.29,947831,505.242558,0.14,0.276,C19 H41 N2 O11 S,19,41,0,2,0,11,1
505.253255,447.2,974456,505.253558,0.302,0.598,C33 H38 Na O S ,33,38,0,0,1,1,1
505.270863,649.3,1101435,505.271316,0.453,0.896,C33 H38 Na O3  ,33,38,0,0,1,3,0
505.306583,345.07,1263231,505.306084,-0.499,-0.987,C31 H41 N2 O4  ,31,41,0,2,0,4,0
505.316074,554.75,1017472,505.31598,-0.094,-0.185,C29 H45 O7     ,29,45,0,0,0,7,0
505.41557,479.63,906893,505.415241,-0.329,-0.651,C34 H53 N2 O   ,34,53,0,2,0,1,0
505.447462,73.02,6135441,505.447604,0.141,0.279,C30 H57 N4 O2  ,30,57,0,4,0,2,0
506.153666,-1000.0,1010411,506.153941,0.274,0.542,C38 H20 N O    ,38,20,0,1,0,1,0
506.260437,390.08,1490680,506.260192,-0.245,-0.483,C28 H41 K N3 O S,28,41,1,3,0,1,1
506.316415,557.93,927487,506.316589,0.175,0.345,C34 H40 N3 O   ,34,40,0,3,0,1,0
506.317655,416.51,1298176,506.317555,-0.1,-0.198,C29 H45 N3 Na O S,29,45,0,3,1,1,1
506.41799,-1000.0,900876,506.41798,-0.01,-0.019,C29 H57 N Na O4,29,57,0,1,1,4,0
507.26312,418.44,3997560,507.263568,0.448,0.883,C25 H39 N4 O5 S,25,39,0,4,0,5,1
507.281536,595.51,1030010,507.281326,-0.21,-0.415,C25 H39 N4 O7  ,25,39,0,4,0,7,0
507.291441,420.48,2154363,507.291222,-0.219,-0.431,C23 H43 N2 O10 ,23,43,0,2,0,10,0
507.316275,459.6,1011583,507.316374,0.099,0.196,C25 H47 O10    ,25,47,0,0,0,10,0
507.383368,489.41,910215,507.383272,-0.096,-0.189,C34 H51 O3     ,34,51,0,0,0,3,0
508.196718,-1000.0,1304559,508.196593,-0.124,-0.245,C28 H30 N O8   ,28,30,0,1,0,8,0
508.198165,211.64,1621999,508.197711,-0.454,-0.893,C20 H39 K N O9 S,20,39,1,1,0,9,1
508.200098,411.07,1050607,508.199548,-0.55,-1.083,C32 H27 N3 Na O2,32,27,0,3,1,2,0
508.202423,420.32,883695,508.201954,-0.47,-0.924,C34 H26 N3 O2  ,34,26,0,3,0,2,0
508.247196,243.68,1160181,508.247584,0.388,0.763,C25 H38 N3 O6 S,25,38,0,3,0,6,1
508.26669,412.37,1089528,508.266862,0.172,0.339,C34 H38 N O S  ,34,38,0,1,0,1,1
508.27611,54.02,54681592,508.275842,-0.268,-0.527,C28 H43 K N3 O S,28,43,1,3,0,1,1
508.280915,355.56,2396154,508.280598,-0.317,-0.623,C29 H38 N3 O5  ,29,38,0,3,0,5,0
508.333458,307.46,1034240,508.333205,-0.253,-0.498,C29 H47 N3 Na O S,29,47,0,3,1,1,1
508.399933,283.99,1314825,508.39965,-0.283,-0.557,C30 H54 N O5   ,30,54,0,1,0,5,0
509.252256,336.37,888949,509.252729,0.473,0.928,C22 H41 N2 O9 S,22,41,0,2,0,9,1
509.275739,397.05,997496,509.275847,0.107,0.211,C28 H37 N4 O5  ,28,37,0,4,0,5,0
509.27711,270.85,2146425,509.277464,0.354,0.694,C31 H38 N2 Na O3,31,38,0,2,1,3,0
509.320254,346.29,1179774,509.319723,-0.532,-1.044,C25 H46 N2 Na O7,25,46,0,2,1,7,0
510.217671,-1000.0,1896689,510.217604,-0.068,-0.133,C34 H28 N3 O2  ,34,28,0,3,0,2,0
510.334739,449.85,952576,510.33425,-0.489,-0.958,C33 H45 N Na O2,33,45,0,1,1,2,0
511.059514,-1000.0,887132,511.059448,-0.066,-0.129,C27 H15 N2 O7 S,27,15,0,2,0,7,1
511.172312,39.45,2619755,511.172628,0.316,0.618,C35 H27 O2 S   ,35,27,0,0,0,2,1
511.302846,355.71,985468,511.302914,0.068,0.133,C35 H43 O S    ,35,43,0,0,0,1,1
512.034257,350.53,928217,512.033816,-0.441,-0.861,C20 H15 K N3 O11,20,15,1,3,0,11,0
512.335319,472.91,1265152,512.334796,-0.523,-1.02,C26 H51 K N O6 ,26,51,1,1,0,6,0
512.343273,512.35,1017345,512.342923,-0.35,-0.684,C24 H50 N O10  ,24,50,0,1,0,10,0
513.256021,-1000.0,954998,513.255505,-0.516,-1.005,C23 H37 N4 O9  ,23,37,0,4,0,9,0
513.283629,292.23,1528442,513.284029,0.4,0.779,C22 H45 N2 O9 S,22,45,0,2,0,9,1
514.104429,-1000.0,922340,514.104979,0.55,1.07,C33 H17 N Na O4,33,17,0,1,1,4,0
514.34046,556.7,1042178,514.340398,-0.061,-0.119,C31 H45 N3 Na O2,31,45,0,3,1,2,0
515.035214,-1000.0,909148,515.034851,-0.363,-0.704,C32 H12 Na O4 S,32,12,0,0,1,4,1
515.299117,341.22,1403774,515.299679,0.561,1.089,C22 H47 N2 O9 S,22,47,0,2,0,9,1
515.337249,476.86,1063811,515.336716,-0.533,-1.034,C31 H47 O6     ,31,47,0,0,0,6,0
515.340481,458.68,979843,515.340087,-0.394,-0.765,C28 H51 O6 S   ,28,51,0,0,0,6,1
515.369348,562.71,1479559,515.369078,-0.27,-0.524,C27 H51 N2 O7  ,27,51,0,2,0,7,0
516.333024,434.39,930819,516.33293,-0.094,-0.181,C25 H51 N Na O6 S,25,51,0,1,1,6,1
516.334968,443.37,1094659,516.335071,0.103,0.2,C31 H47 K N3 O ,31,47,1,3,0,1,0
516.338495,364.84,1467396,516.338442,-0.053,-0.102,C28 H51 K N3 O S,28,51,1,3,0,1,1
516.341158,458.12,889860,516.340792,-0.366,-0.709,C27 H47 N3 Na O5,27,47,0,3,1,5,0
516.358876,583.95,1190919,516.358454,-0.422,-0.817,C33 H46 N3 O2  ,33,46,0,3,0,2,0
516.402407,439.76,916492,516.40233,-0.077,-0.149,C30 H55 N Na O4,30,55,0,1,1,4,0
516.413411,439.79,915470,516.413563,0.153,0.295,C29 H55 N3 Na O3,29,55,0,3,1,3,0
516.992277,-1000.0,1143897,516.991882,-0.395,-0.765,C18 H13 O16 S  ,18,13,0,0,0,16,1
518.317246,379.05,4158725,518.317555,0.309,0.597,C30 H45 N3 Na O S,30,45,0,3,1,1,1
518.375624,-1000.0,5358860,518.375873,0.25,0.482,C33 H53 K N O  ,33,53,1,1,0,1,0
518.477439,-1000.0,929049,518.477901,0.462,0.89,C30 H64 N O5   ,30,64,0,1,0,5,0
519.134018,295.72,986479,519.133934,-0.084,-0.162,C34 H19 N2 O4  ,34,19,0,2,0,4,0
519.138877,39.96,3401071,519.138922,0.045,0.086,C34 H24 Na O2 S,34,24,0,0,1,2,1
519.277037,198.5,976257,519.277222,0.184,0.355,C33 H40 K N2 O ,33,40,1,2,0,1,0
519.278292,143.27,2561410,519.278824,0.532,1.025,C30 H39 N4 O2 S,30,39,0,4,0,2,1
519.333273,119.25,9086345,519.332968,-0.306,-0.589,C31 H43 N4 O3  ,31,43,0,4,0,3,0
520.18166,-1000.0,913911,520.181942,0.282,0.542,C30 H31 K N3 O S,30,31,1,3,0,1,1
520.281776,-1000.0,888324,520.282215,0.438,0.843,C33 H39 N Na O3,33,39,0,1,1,3,0
520.323193,489.23,1539594,520.322856,-0.337,-0.647,C24 H46 N3 O9  ,24,46,0,3,0,9,0
521.207445,33.07,2299517,521.207098,-0.347,-0.665,C32 H29 N2 O5  ,32,29,0,2,0,5,0
521.250974,472.47,990851,521.250878,-0.096,-0.184,C35 H37 O2 S   ,35,37,0,0,0,2,1
521.317237,472.6,1222284,521.317221,-0.016,-0.031,C30 H46 N2 Na O2 S,30,46,0,2,1,2,1
521.331876,391.31,1228429,521.332024,0.148,0.285,C26 H49 O10    ,26,49,0,0,0,10,0
521.440832,479.3,1599132,521.441181,0.349,0.67,C29 H61 O7     ,29,61,0,0,0,7,0
522.040573,-1000.0,901866,522.040664,0.092,0.176,C30 H13 N Na O5 S,30,13,0,1,1,5,1
522.313801,252.95,1533710,522.313273,-0.528,-1.012,C34 H45 K N O  ,34,45,1,1,0,1,0
522.951619,-1000.0,916322,522.952061,0.442,0.845,C25 H8 K O9 S  ,25,8,1,0,0,9,1
523.246705,233.15,1834889,523.247249,0.544,1.04,C26 H39 N2 O7 S,26,39,0,2,0,7,1
523.304365,-1000.0,899984,523.304764,0.399,0.762,C24 H47 N2 O8 S,24,47,0,2,0,8,1
523.322913,470.7,935827,523.322522,-0.391,-0.747,C24 H47 N2 O10 ,24,47,0,2,0,10,0
523.454063,363.55,913316,523.454329,0.266,0.509,C33 H63 O2 S   ,33,63,0,0,0,2,1
524.164373,-1000.0,927745,524.164505,0.133,0.253,C38 H22 N O2   ,38,22,0,1,0,2,0
524.250146,372.51,1329165,524.249988,-0.157,-0.3,C21 H43 N Na O10 S,21,43,0,1,1,10,1
524.271139,195.9,4851728,524.270605,-0.534,-1.018,C31 H39 N3 Na O S,31,39,0,3,1,1,1
524.275172,460.99,907280,524.275512,0.34,0.649,C29 H38 N3 O6  ,29,38,0,3,0,6,0
524.40349,-1000.0,1054753,524.403393,-0.097,-0.185,C27 H55 N3 Na O5,27,55,0,3,1,5,0
524.981305,-1000.0,983149,524.981446,0.142,0.27,C20 H10 K N2 O13,20,10,1,2,0,13,0
525.231612,-1000.0,978062,525.231874,0.262,0.499,C31 H33 N4 O2 S,31,33,0,4,0,2,1
525.276212,-1000.0,923796,525.276401,0.19,0.361,C36 H38 Na O2  ,36,38,0,0,1,2,0
525.289043,136.17,3049622,525.289389,0.346,0.659,C29 H41 N4 O3 S,29,41,0,4,0,3,1
525.500045,649.54,984241,525.500587,0.543,1.033,C35 H66 Na O   ,35,66,0,0,1,1,0
526.14119,-1000.0,932102,526.141364,0.174,0.331,C35 H21 N Na O3,35,21,0,1,1,3,0
526.349215,482.69,932130,526.348677,-0.538,-1.021,C27 H48 N3 O7  ,27,48,0,3,0,7,0
527.008714,-1000.0,1004921,527.009246,0.532,1.01,C23 H11 O15    ,23,11,0,0,0,15,0
527.103481,-1000.0,979334,527.103599,0.118,0.224,C30 H20 N2 Na O4 S,30,20,0,2,1,4,1
527.262972,318.35,2412955,527.263293,0.321,0.609,C22 H43 N2 O10 S,22,43,0,2,0,10,1
527.314571,420.03,907682,527.314935,0.364,0.69,C27 H47 N2 O6 S,27,47,0,2,0,6,1
527.335594,480.03,1057189,527.336064,0.47,0.891,C24 H51 N2 O8 S,24,51,0,2,0,8,1
527.515856,-1000.0,1024445,527.516238,0.381,0.723,C35 H68 Na O   ,35,68,0,0,1,1,0
527.956186,-1000.0,906743,527.95596,-0.226,-0.428,C18 H7 K N3 O14,18,7,1,3,0,14,0
528.000523,-1000.0,971261,528.000472,-0.051,-0.096,C17 H10 N3 O17 ,17,10,0,3,0,17,0
528.365505,579.56,999982,528.365944,0.439,0.831,C30 H51 N Na O5,30,51,0,1,1,5,0
528.416636,505.82,969268,528.416935,0.299,0.566,C27 H59 N3 Na O3 S,27,59,0,3,1,3,1
529.27871,-1000.0,2640551,529.278943,0.233,0.44,C22 H45 N2 O10 S,22,45,0,2,0,10,1
529.317837,238.8,1064621,529.317318,-0.519,-0.981,C32 H41 N4 O3  ,32,41,0,4,0,3,0
529.321631,242.39,2648749,529.32134,-0.291,-0.549,C37 H41 N2 O   ,37,41,0,2,0,1,0
529.483227,470.42,940739,529.482652,-0.575,-1.087,C32 H65 O5     ,32,65,0,0,0,5,0
530.07876,443.94,904978,530.078764,0.004,0.007,C36 H13 N Na O3,36,13,0,1,1,3,0
530.081189,362.07,1145619,530.08117,-0.02,-0.037,C38 H12 N O3   ,38,12,0,1,0,3,0
530.348737,295.04,1805111,530.34858,-0.156,-0.295,C26 H53 N Na O6 S,26,53,0,1,1,6,1
530.365726,438.3,962361,530.366242,0.517,0.974,C32 H52 N O3 S ,32,52,0,1,0,3,1
530.398072,413.86,898877,530.398605,0.533,1.005,C28 H56 N3 O4 S,28,56,0,3,0,4,1
531.255962,-1000.0,944048,531.256357,0.395,0.744,C33 H39 O4 S   ,33,39,0,0,0,4,1
531.381373,428.76,943041,531.380866,-0.507,-0.953,C34 H52 Na O3  ,34,52,0,0,1,3,0
532.094425,-1000.0,892961,532.094414,-0.011,-0.02,C36 H15 N Na O3,36,15,0,1,1,3,0
532.3411,432.89,1006658,532.341484,0.384,0.721,C26 H50 N3 O6 S,26,50,0,3,0,6,1
532.387176,376.25,1406024,532.387349,0.173,0.325,C32 H51 N3 Na O2,32,51,0,3,1,2,0
532.391394,99.87,9137225,532.391523,0.13,0.244,C34 H55 K N O  ,34,55,1,1,0,1,0
533.154011,-1000.0,2014384,533.153606,-0.405,-0.759,C40 H21 O2     ,40,21,0,0,0,2,0
533.294374,342.59,1459395,533.294474,0.101,0.189,C31 H41 N4 O2 S,31,41,0,4,0,2,1
533.332099,333.66,1889480,533.332024,-0.075,-0.14,C27 H49 O10    ,27,49,0,0,0,10,0
533.387921,319.97,926927,533.388375,0.454,0.851,C30 H53 N4 O2 S,30,53,0,4,0,2,1
534.240419,471.79,952643,534.24035,-0.069,-0.129,C36 H33 N Na O2,36,33,0,1,1,2,0
535.204996,-1000.0,985542,535.20499,-0.006,-0.01,C33 H31 N2 O3 S,33,31,0,2,0,3,1
535.303675,469.62,949715,535.303162,-0.513,-0.959,C28 H48 K O7   ,28,48,1,0,0,7,0
535.340611,452.41,970200,535.34115,0.539,1.007,C26 H51 N2 O7 S,26,51,0,2,0,7,1
536.322938,431.4,923230,536.322759,-0.179,-0.334,C24 H51 N Na O8 S,24,51,0,1,1,8,1
536.353487,132.37,5738082,536.353272,-0.215,-0.401,C32 H51 N Na O2 S,32,51,0,1,1,2,1
536.358483,447.27,945763,536.358179,-0.304,-0.567,C30 H50 N O7   ,30,50,0,1,0,7,0
536.395151,497.76,1103464,536.394565,-0.586,-1.092,C31 H54 N O6   ,31,54,0,1,0,6,0
537.034034,-1000.0,1054399,537.034609,0.574,1.069,C35 H14 K O2 S ,35,14,1,0,0,2,1
537.069601,296.4,1084100,537.069225,-0.375,-0.699,C36 H13 N2 O2 S,36,13,0,2,0,2,1
537.247323,338.17,939740,537.247643,0.32,0.596,C23 H41 N2 O10 S,23,41,0,2,0,10,1
537.311822,436.49,951013,537.312135,0.313,0.582,C30 H46 N2 Na O3 S,30,46,0,2,1,3,1
538.32311,111.13,8023919,538.322792,-0.318,-0.591,C30 H49 K N3 O S,30,49,1,3,0,1,1
538.39517,510.82,1064825,538.394959,-0.212,-0.393,C27 H56 N O9   ,27,56,0,1,0,9,0
538.40507,432.25,896891,538.405307,0.238,0.441,C33 H57 N Na O S,33,57,0,1,1,1,1
538.434304,552.78,913279,538.434299,-0.006,-0.01,C32 H57 N3 Na O2,32,57,0,3,1,2,0
539.060205,-1000.0,968661,539.059723,-0.482,-0.893,C34 H11 N4 O2 S,34,11,0,4,0,2,1
539.11919,444.82,903133,539.118855,-0.335,-0.621,C35 H20 N2 Na O S,35,20,0,2,1,1,1
539.260155,-1000.0,1492976,539.259922,-0.234,-0.433,C26 H39 N2 O10 ,26,39,0,2,0,10,0
539.26288,-1000.0,1896432,539.263293,0.413,0.766,C23 H43 N2 O10 S,23,43,0,2,0,10,1
539.326562,369.12,1306617,539.32682,0.257,0.477,C35 H43 N2 O3  ,35,43,0,2,0,3,0
539.371974,323.07,1429503,539.37245,0.476,0.883,C26 H55 N2 O7 S,26,55,0,2,0,7,1
539.39131,443.94,1026050,539.391729,0.419,0.776,C35 H55 O2 S   ,35,55,0,0,0,2,1
539.402845,318.02,1802244,539.402962,0.117,0.217,C34 H55 N2 O S ,34,55,0,2,0,1,1
540.295589,442.28,950399,540.295579,-0.009,-0.018,C31 H42 N O7   ,31,42,0,1,0,7,0
540.352899,568.16,954503,540.353094,0.195,0.36,C29 H50 N O8   ,29,50,0,1,0,8,0
541.122004,104.95,5026033,541.122306,0.302,0.558,C41 H17 O2     ,41,17,0,0,0,2,0
